PRODUCER PRICE INDEX COMMODITY DATA SERIES ID CODES (NOT SEASONALLY ADJUSTED) - June 2023,,,,
,,,,
KEYWORD SEARCH INDEXES: Push down on the Ctrl and F keys on your keyboard at the same time. ,,,,
A search bar will appear allowing you to search the text of this page.,,,,
,,,,
Data can be obtained by copying the series id(s) below into https://data.bls.gov/cgi-bin/srgate,,,,
"For more information, visit WWW.BLS.GOV/PPI or contact PPI-INFO@BLS.GOV or (202) 691-7705",,,,
,,,,
CONTENTS,,,,
SERIES IDs 01-15,PRODUCER PRICE INDEXES BY SIMILARITY OF END USE OR MATERIAL COMPOSITION,,,
SERIES IDs 30-80,PRODUCER PRICE INDEXES FOR WHEREVER-PROVIDED SERVICES AND CONSTRUCTION,,,
SERIES IDs FD-ID,PRODUCER PRICE INDEXES BY FINAL DEMAND-INTERMEDIATE DEMAND,,,
SERIES IDs IP,"PRODUCER PRICE INDEXES FOR INPUTS TO INDUSTRIES, EXC. CAPITAL INVESTMENT, LABOR, & IMPORTS",,,
SERIES IDs SI,PRODUCER PRICE INDEXES FOR SPECIAL COMMODITY GROUPINGS,,,
,,,,
SERIES IDs 01-15,PRODUCER PRICE INDEXES BY SIMILARITY OF END USE OR MATERIAL COMPOSITION,,,
wpu00000000,All commodities,,,
wpuPFFPLUS02,"Farm products, processed foods and feeds",,,
wpuILFT15M05,Industrial commodities less fuels,,,
wpuINDTHRU15,Industrial commodities,,,
wpu01,Farm products,,,
wpu011,"Fruits & melons, fresh/dry vegs. & nuts",,,
wpu0111,Fresh fruits and melons,,,
wpu011101,Citrus fruits,,,
wpu01110101,Grapefruits,,,
wpu01110104,Lemons,,,
wpu01110105,Valencia oranges,,,
wpu01110106,Navel oranges,,,
wpu01110108,Tangerines,,,
wpu01110110,Tangelos,,,
wpu011102,Other fruits and berries,,,
wpu01110201,Plums and fresh prunes,,,
wpu01110202,Nectarines,,,
wpu01110203,Cherries,,,
wpu01110204,Apricots,,,
wpu01110205,Avocados,,,
wpu01110206,Kiwifruit,,,
wpu01110208,Granny Smith apples,,,
wpu01110209,Rome apples,,,
wpu01110211,Golden delicious apples,,,
wpu01110215,Red delicious apples,,,
wpu01110216,McIntosh apples,,,
wpu01110219,Peaches,,,
wpu01110220,Gala apples,,,
wpu01110221,Pears,,,
wpu01110222,Strawberries,,,
wpu01110224,Raspberries,,,
wpu01110225,Blackberries,,,
wpu01110226,Cranberries,,,
wpu01110227,Blueberries,,,
wpu01110228,Grapes,,,
wpu011102281,Table grapes,,,
wpu011102282,Raisin grapes,,,
wpu011102283,Wine grapes,,,
wpu011102284,Juice grapes,,,
wpu01110229,Fuji apples,,,
wpu01110230,Empire apples,,,
wpu011103,Melons,,,
wpu01110301,Cantaloupes,,,
wpu01110302,Honeydews,,,
wpu01110303,Watermelons,,,
wpu0113,Fresh and dry vegetables,,,
wpu011301,Dry vegetables,,,
wpu0113011,Dry beans,,,
wpu01130110,Dry pinto beans,,,
wpu01130111,Dry great northern beans,,,
wpu01130112,Dry pink beans,,,
wpu01130113,Dry pea beans,,,
wpu01130114,Dry kidney beans,,,
wpu01130115,Dry small red beans,,,
wpu01130116,Dry garbanzo beans,,,
wpu01130117,Dry black beans,,,
wpu01130119,Dry blackeye beans,,,
wpu0113012,Dry peas and lentils,,,
wpu01130120,Dry peas,,,
wpu01130121,Dry lentils,,,
wpu011302,"Fresh vegetables, except potatoes",,,
wpu01130211,Cabbage,,,
wpu01130212,Carrots,,,
wpu01130213,Celery,,,
wpu01130214,Sweet corn,,,
wpu01130215,Lettuce,,,
wpu01130216,Dry onions,,,
wpu01130217,Tomatoes,,,
wpu01130218,Snap beans,,,
wpu01130219,Green peas,,,
wpu01130221,Asparagus,,,
wpu01130222,Broccoli,,,
wpu01130223,Cauliflower,,,
wpu01130224,Spinach,,,
wpu01130225,Greens,,,
wpu01130226,Endive,,,
wpu01130228,Green peppers,,,
wpu01130229,Eggplant,,,
wpu01130231,Squash,,,
wpu01130232,Beets,,,
wpu01130234,Cucumbers,,,
wpu01130235,Artichokes,,,
wpu01130236,Pumpkins,,,
wpu011303,Sweet potatoes,,,
wpu01130301,Sweet potatoes,,,
wpu011306,Potatoes,,,
wpu01130601,Long white potatoes,,,
wpu01130602,Round white potatoes,,,
wpu01130603,Russet potatoes,,,
wpu01130604,Round red potatoes,,,
wpu01130605,Round yellow potatoes,,,
wpu0119,Tree nuts,,,
wpu011901,Tree nuts,,,
wpu01190101,Pecans,,,
wpu01190102,Almonds,,,
wpu01190103,Filberts,,,
wpu01190104,Walnuts,,,
wpu01190105,Macadamias,,,
wpu01190106,Pistachios,,,
wpu012,Grains,,,
wpu0121,Wheat,,,
wpu012101,Wheat,,,
wpu01210101,Hard red winter wheat,,,
wpu01210102,Hard red spring wheat,,,
wpu01210103,Soft white wheat,,,
wpu01210104,Soft red winter wheat,,,
wpu01210105,Hard amber durum wheat,,,
wpu0122,Other grains,,,
wpu012201,Barley,,,
wpu01220101,Barley,,,
wpu012202,Corn,,,
wpu01220205,Corn,,,
wpu012203,Oats,,,
wpu01220311,Oats,,,
wpu012204,Rye,,,
wpu01220415,Rye,,,
wpu012205,Sorghum,,,
wpu01220501,Sorghum,,,
wpu0123,Rough rice,,,
wpu012301,Rough rice,,,
wpu01230103,Rough rice,,,
wpu012301031,Long grain rough rice,,,
wpu012301032,Medium/short grain rough rice,,,
wpu013,Livestock,,,
wpu0131,Slaughter cattle,,,
wpu013101,Slaughter steers and heifers,,,
wpu01310199,Slaughter steers and heifers,,,
wpu013102,Slaughter cows and bulls,,,
wpu01310299,Slaughter cows and bulls,,,
wpu013103,Slaughter vealers,,,
wpu01310399,Slaughter vealers,,,
wpu0132,Slaughter hogs,,,
wpu013201,Slaughter barrows and gilts,,,
wpu01320199,Slaughter barrows and gilts,,,
wpu013202,Slaughter sows,,,
wpu01320299,Slaughter sows,,,
wpu0133,Slaughter lambs,,,
wpu013301,Slaughter lambs,,,
wpu01330199,Slaughter lambs,,,
wpu0134,Feeder and replacement cattle,,,
wpu013401,Feeder and replacement cattle,,,
wpu01340199,Feeder and replacement cattle,,,
wpu014,Slaughter poultry,,,
wpu0141,Slaughter chickens,,,
wpu014102,Broilers and other meat type chickens,,,
wpu01410299,Slaughter chickens,,,
wpu0142,Slaughter turkeys,,,
wpu014201,Slaughter turkeys,,,
wpu01420199,Slaughter turkeys,,,
wpu0143,Slaughter ducks,,,
wpu014301,Slaughter ducks,,,
wpu01430199,Slaughter ducks,,,
wpu015,Raw cotton,,,
wpu0151,Raw cotton,,,
wpu015101,Raw cotton,,,
wpu01510101,Raw cotton,,,
wpu015101011,Upland cotton,,,
wpu015101012,Pima cotton,,,
wpu016,Raw milk,,,
wpu0161,Raw milk,,,
wpu016101,Raw milk,,,
wpu01610102,Raw milk,,,
wpu017,Chicken eggs,,,
wpu0171,Chicken eggs,,,
wpu017107,Eggs for fresh use,,,
wpu01710701,"Eggs, jumbo",,,
wpu01710702,"Eggs, extra large",,,
wpu01710703,"Eggs, large",,,
wpu01710704,"Eggs, medium",,,
wpu01710705,"Eggs, small",,,
wpu017108,Breaker stock and checks and undergrades,,,
wpu01710801,Breaker stock,,,
wpu01710802,Checks and undergrades,,,
wpu018,"Hay, hayseeds, and oilseeds",,,
wpu0181,Hay and hayseeds,,,
wpu018101,Hay and hayseeds,,,
wpu01810101,Alfalfa hay,,,
wpu01810102,All other hay,,,
wpu0183,Oilseeds,,,
wpu018301,Oilseeds,,,
wpu01830111,Peanuts,,,
wpu01830121,Cottonseed,,,
wpu01830131,Soybeans,,,
wpu01830151,Flaxseed,,,
wpu01830161,Sunflower,,,
wpu01830171,Canola,,,
wpu01830181,Miscellanous oil crops,,,
wpu02,Processed foods and feeds,,,
wpu021,Cereal and bakery products,,,
wpu0211,Bakery products,,,
wpu021102,"Bread (white, wheat, rye, etc.), including frozen",,,
wpu02110201,"Bread (white, wheat, rye, etc.), including frozen",,,
wpu0211020111,White pan bread,,,
wpu0211020112,"White hearth bread (French, Italian, etc.)",,,
wpu0211020113,"Dark wheat breads (whole wheat, cracked wheat, multigrain, etc.)",,,
wpu0211020114,"Other variety breads (rye, unleavened, raisin, potato, selfrising, saltfree, canned, etc.)",,,
wpu021105,"Rolls (breadtype), muffins, bagels, and croissants",,,
wpu02110505,"Rolls (breadtype), muffins, bagels, and croissants",,,
wpu0211050501,"Rolls, hamburger and wiener",,,
wpu0211050502,"All other rolls, breadtype (incl. muffins, bagels, and croissants)",,,
wpu021107,"Other sweet goods, excluding frozen",,,
wpu02110703,"Other sweet goods, excluding frozen",,,
wpu021108,"Soft cakes, excluding frozen",,,
wpu02110803,"Soft cakes, excluding frozen",,,
wpu021109,"Pies (fruit, cream, and custard), excluding frozen",,,
wpu02110903,"Pies (fruit, cream, and custard), excluding frozen",,,
wpu021121,"Cookies, crackers, and related products",,,
wpu02112103,"Cookies, wafers, and ice cream cones and cups (excluding frozen)",,,
wpu02112104,"Crackers, biscuits, and related products",,,
wpu021121042,"Saltines and all other crackers, cracker meal and crumbs, and biscuits",,,
wpu021130,"Retail bakery products, excluding retail trade",,,
wpu02113001,"Retail bakery products, excluding retail trade",,,
wpu0212,Flour and flour base mixes and doughs,,,
wpu021203,Wheat flour,,,
wpu02120301,Wheat flour,,,
wpu021204,Flour base mixes and doughs,,,
wpu02120401,Flour base mixes and doughs,,,
wpu021204011,"Prepared flour mixes, including refrigerated and frozen doughs and batters, made in flour mills",,,
wpu021204012,"Cake mixes, including gingerbread, made from purchased flour",,,
wpu021204013,"Flour mixes, excluding cake mixes, made from purchased flour",,,
wpu0213,Milled rice and byproducts,,,
wpu021301,Head rice,,,
wpu02130106,Head rice,,,
wpu021301066,Head rice not packaged with other ingredients,,,
wpu021302,"Milled rice (incl second heads, screenings, brewers, bran, sharps, rice flour, and byproducts)",,,
